Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Casa Leone,итальянское кафе-джелатерия,Кафе; Мороженое; Пиццерии,"Лубянский проезд, 15 ст2",1 этаж,101000,,Басманный,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.9,170,84957922202,,,info@casaleone.ru,,http://gelatomoscow.ru/minimenu/?utm_source=2gis&utm_medium=cpc&utm_campaign=promo,,,,https://vk.com/gelato_moscow,,,,,,https://t.me/casaleonemoscow,,,70000001007210203,55.756563,37.632467,4504235283027310,ДЦ Лубянский,,1,70000001030235816,Casa Leone,итальянское кафе-джелатерия,Кафе,pizza,3,26,2026-02-04T13:10:15Z,,0,32,https://2gis.com/firm/70000001007210203,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
ChiliChukin,гастропаб,Кафе; Бары,"улица Усиевича, 23",цокольный этаж,125315,,Аэропорт,Москва,,Москва,Россия,Пн: 14:00-23:00; Вт: 14:00-23:00; Ср: 14:00-23:00; Чт: 14:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,4.9,56,89859702791,,,,,http://www.chilichukin.pub,,,,https://vk.com/chilichukinpub,https://wa.me/79859702791,,,,,https://t.me/chilichukinpub,,https://youtube.com/chilichukin,70000001065092886,55.804857,37.525434,4504235282676702,,,1,70000001065092885,ChiliChukin,гастропаб,Бары,bar,2,26,2026-02-06T12:43:33Z,,0,32,https://2gis.com/firm/70000001065092886,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Гастрокафе,,Кафе,"Митинская улица, 40",1 этаж,125430,,Митино,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,2,89663894719,,,,,http://t.me/gastrocafe_mitino,,,,,,,,,,,,,70000001114203418,55.847882,37.360157,4504235282961258,ТЦ Митино,70030076370392564,1,70000001114203417,Гастрокафе,Гастрокафе,Кафе,cafe,1,0,2026-05-21T10:09:30Z,,0,32,https://2gis.com/firm/70000001114203418,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Нут,кафе-столовая,Кафе; Столовые,"Луганская улица, 5",1 этаж,115304,,Царицыно,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.5,25,89955018484,,,,,,,,,,https://wa.me/79773807983,,,,,https://t.me/+79773807983,,,70000001092834965,55.626185,37.666053,4504235282613199,,,3,70000001088848154,Нут,кафе-столовая,Столовые,food_service,2,28,2026-06-05T10:22:14Z,,0,32,https://2gis.com/firm/70000001092834965,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Хива,чайхана,Кафе,"посёлок Коммунарка, 31а",2 этаж; вход по лестнице сбоку здания,108814,,Коммунарка,,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,4.3,16,89891841112,,,,,,,,,,,,,,,,,,70000001089264888,55.567106,37.48083,4504235282817162,,,2,70000001050025971,Хива,чайхана,Кафе,cafe,1,37,2025-11-12T13:10:15Z,,0,32,https://2gis.com/firm/70000001089264888,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
La Cà Quán,кафе вьетнамской кухни,Кафе,"Новоданиловская набережная, 12",1 этаж,117105,,Донской,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.8,24,89691226688,,,anngon9498@yandex.ru,,http://lacaquan.tilda.ws,,,,,https://wa.me/79999826962,,,,,https://t.me/+79999826962,,,70000001088049198,55.695371,37.625333,70030076174488946,,,6,70000001095861100,La Cà Quán,кафе вьетнамской кухни,Кафе,cafe,1,13,2026-03-26T13:11:16Z,,0,32,https://2gis.com/firm/70000001088049198,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Amara Platinum,лаундж-бар,Кафе; Центры паровых коктейлей; Бары; Банкетные залы; Рестораны,"1-я улица Машиностроения, 10",2 этаж; вход с торца,115088,,Южнопортовый,Москва,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-24:00,+03:00,4.9,71,89853101782,,,,,http://www.amararest.ru,,,,https://vk.com/amararest,https://wa.me/79853101782,,,,,https://t.me/+79853101782,,,70000001079802564,55.714506,37.672832,4504235283001470,,,1,70000001079802563,Amara Platinum,лаундж-бар,Центры паровых коктейлей,bar,5,29,2026-05-07T10:22:00Z,,0,32,https://2gis.com/firm/70000001079802564,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Тот ещё Гусь,гастрокафе,Кафе; Рестораны; Бары,"Валовая улица, 26",1 этаж,115054,,Замоскворечье,Москва,,Москва,Россия,"Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 13:00-24:00; Вс: 14:00-23:00 (до последнего гостя: пт, сб)",+03:00,4.6,34,89999262688,,,goose@totgoose.ru,,http://totgoose.ru,,,,https://vk.com/totgooserestocafe,https://wa.me/79999262688,https://wa.me/79166225096,,,,https://t.me/totgoose,,,70000001042340177,55.730872,37.628703,4504235282992608,БЦ Lighthouse,,1,70000001042340176,Тот ещё Гусь,гастрокафе,Рестораны,food_restaurant,3,27,2026-06-26T14:54:16Z,,0,32,https://2gis.com/firm/70000001042340177,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Алло! Пицца,пиццерия,Кафе; Пиццерии; Доставка еды,"Профсоюзная улица, 140",1 этаж,117321,,Тёплый Стан,Москва,,Москва,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.5,40,84951725855,,,info@allopizza.su,,http://allopizza.su/msk/konkovo?utm_source=2gis&utm_medium=main+link&utm_campaign=konkovo,,,,https://vk.com/allopizza_msk,,,,,,,,,70000001047937560,55.626793,37.511016,4504235282579719,,,24,4504136498380507,Алло! Пицца,пиццерия,Пиццерии,pizza,3,46,2026-07-02T12:43:43Z,,0,32,https://2gis.com/firm/70000001047937560,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Пилзнер,чешская пивная,Кафе; Рестораны; Бары; Доставка еды,"Озерковская набережная, 56",,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.5,171,84951527459,84950659739,,paveletskaya@pilsner.ru,,http://pilsner.ru,http://cheshskiepivnye.com/,,,https://vk.com/pilsnermoscow,https://wa.me/79035169435,,,,,https://t.me/pilsnermoscow,,,4504127915561902,55.733529,37.641153,4504235282696835,,,4,70000001035371399,Пилзнер,чешская пивная,Рестораны,food_restaurant,4,40,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/4504127915561902,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Винный базар,бар,Кафе; Бары,"Комсомольский проспект, 14/1 к2",,119021,,Хамовники,Москва,,Москва,Россия,Пн: 13:00-01:00; Вт: 13:00-01:00; Ср: 13:00-01:00; Чт: 13:00-01:00; Пт: 13:00-02:00; Сб: 13:00-02:00; Вс: 13:00-01:00,+03:00,4.6,57,84992466466,,,vinniy.bazar@gmail.com,,http://vinniybazar.ru,,,,,,,,,,https://t.me/bazarfamily,,,70000001006544632,55.731458,37.590321,4504235282739857,,,3,70000001023223663,Винный базар,бар,Бары,bar,2,25,2026-04-21T10:30:31Z,,0,32,https://2gis.com/firm/70000001006544632,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Chiho,китайская закусочная,Кафе; Доставка еды,"Пятницкая улица, 11/23 ст1",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,4.5,179,84952051183,,,chiho.collab@gmail.com,,http://chiho.ru,,,,https://vk.com/chihochina,,,,,,https://t.me/chihochina,,,70000001066052537,55.743874,37.628142,4504235282712790,,,12,70000001027190570,Chiho,китайская закусочная,Доставка еды,cafe,2,20,2026-07-05T12:52:22Z,,0,32,https://2gis.com/firm/70000001066052537,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
HookahPlace True,лаундж-бар,Кафе; Центры паровых коктейлей,"Ленинский проспект, 129 к2",1 этаж,117513,,Тёплый Стан,Москва,,Москва,Россия,Пн: 13:00-02:00; Вт: 13:00-02:00; Ср: 13:00-02:00; Чт: 13:00-02:00; Пт: 13:00-05:00; Сб: 13:00-05:00; Вс: 13:00-02:00,+03:00,4.5,15,84951919569,,,info@hp-true.ru,,,,,,https://vk.com/hookahplasetrue,,,,,,,,,70000001069139711,55.643757,37.480757,4504235282571375,,,2,70000001069037910,HookahPlace,лаундж-бар,Центры паровых коктейлей,bar,2,13,2025-11-05T09:16:21Z,,0,32,https://2gis.com/firm/70000001069139711,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"улица Архитектора Власова, 71 к2",,117630,,Обручевский,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,200,89776750263,,,,,http://zdrastecafe.ru,,,,https://vk.com/zdrastecoffeebar,,,,,,https://t.me/zdraste_cafe_izmaylovskiy_les,https://t.me/zdrastecafe,,70000001101218878,55.658683,37.52996,70030076285835380,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,34,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001101218878,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Capito,ресторан,Кафе; Доставка еды,"3-я улица Ямского Поля, 2 к13",1 этаж,125124,,Беговой,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.7,130,84954886597,89260900002,,capito-cafe@yandex.ru,,http://capito.moscow,http://t.me/capitomoscow,,,https://vk.com/capito.moscow,https://wa.me/79260900002,,,,,https://t.me/+79260900002,,,70000001037012930,55.781199,37.582993,4504235282647607,,,1,70000001037012929,Capito,ресторан,Кафе,cafe,2,35,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001037012930,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Чойхона,кафе,Кафе,"Пятницкое шоссе, 17",,125464,,Митино,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,4,89993387020,,,,,http://www.чойхона.рф,,,,,https://wa.me/79993387020,,,,,https://t.me/+79993387020,,,70000001096218391,55.844306,37.378041,4504235282959430,,,1,70000001096218389,Чойхона,кафе,Кафе,cafe,1,22,2026-04-13T11:00:11Z,,0,32,https://2gis.com/firm/70000001096218391,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Vaffel,кафе норвежского стритфуда,Кафе; Доставка еды; Быстрое питание,"Красногорский бульвар, 26",1 этаж,143410,Павшинская пойма м-н,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.7,113,89771159335,,,,,http://vaffel.ru,,,,https://vk.com/club216460785,https://wa.me/79771159335,,,,,,,,70000001066381729,55.820409,37.377658,4504235283130557,,,4,70000001077245191,Vaffel,кафе норвежского стритфуда,Кафе,fastfood,3,34,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001066381729,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Моремания,кафе-магазин,Кафе; Рыба и морепродукты; Доставка еды,"Международная улица, 12",1 этаж,143401,,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.2,140,84951500551,,,,,http://t.me/moremaniya_info,http://moremania.info,,,https://vk.com/moremaniya1,,,,,,,,https://youtube.com/channel/UCS0RGGOdaEB3yZhMMnlqBaQ,70000001047791648,55.821077,37.385839,4504235283115415,Vegas,4504694860616923,33,70000001020859474,Моремания,кафе-магазин,Рыба и морепродукты,cafe,3,28,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001047791648,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Апицца,кафе,Кафе,"Митинская улица, 10 к1",,125464,,Митино,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,5.0,3,89260603577,89150775710,,,,http://apizza.top/?ysclid=lw0yl9nf3b909657212,,,,,https://wa.me/79260603577,,,,,https://t.me/+79260603577,,,70000001088738343,55.840692,37.379281,4504235282961653,,,1,70000001088738342,Апицца,кафе,Кафе,cafe,1,26,2026-04-09T14:33:59Z,,0,32,https://2gis.com/firm/70000001088738343,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Платан,кафе,Кафе,"Путилковское шоссе, 113а",,143441,,,,Красногорск городской округ,Московская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,5.0,11,89892060000,,,,,http://platan.cafe,http://t.me/platan_cafe,,,,https://wa.me/79892060000,,,,,https://t.me/platan_cafe,,,70000001069241059,55.858233,37.38535,70030076268286497,,,1,70000001069241058,Платан,кафе,Кафе,cafe,1,27,2026-02-16T12:27:54Z,,0,32,https://2gis.com/firm/70000001069241059,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Leto,кафе,Кафе; Доставка еды,"Речная улица, 37а",1 этаж,143402,,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,,,89688808898,,,,,,,,,,,,,,,,,,70000001103088886,55.837735,37.325443,4504235303248877,,,1,70000001103088884,Leto,кафе,Кафе,cafe,2,14,2025-07-21T16:56:17Z,,0,32,https://2gis.com/firm/70000001103088886,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Шашлыкоff,гриль-ресторан,Кафе; Бары; Доставка еды,"Пятницкое шоссе 7 километр, вл2",1 этаж; зеленый вход,143442,,,,Красногорск городской округ,Московская область,Россия,Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-03:00; Сб: 10:00-03:00; Вс: 10:00-01:00,+03:00,4.5,47,88002501100,84959951674 (бар),84950324088,,,http://shashlikoff.com,http://otradnoe.shashlikoff.com/,http://t.me/shashlikoff_otrada,,https://vk.com/shashlikoff_msk,,,,,,,,,70000001062777224,55.874104,37.333951,4504235282949663,ТП Отрада,4504694866795557,1,70000001110529425,Шашлыкоff,гриль-ресторан,Кафе,bar,3,52,2026-06-27T19:08:48Z,,0,32,https://2gis.com/firm/70000001062777224,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Хитрый Тунец,суши-бар,Кафе; Доставка еды; Суши-бары,"Красногорский бульвар, 26",1 этаж,143410,Павшинская пойма м-н,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.9,86,89777235353,,,,,http://хитрыйтунец.рф,http://t.me/hittunec,,,https://vk.com/hittunec,https://wa.me/79777235353,,,,,,,,70000001080386604,55.821198,37.376794,4504235283130557,,,1,70000001080386603,Хитрый Тунец,суши-бар,Доставка еды,sushi,3,26,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001080386604,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Ля ты Пицца,,Кафе; Пиццерии,"Просторная улица, 5",,143441,,,,Красногорск городской округ,Московская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.0,11,89266930047,,,,,,,,,https://vk.com/club226298411,https://wa.me/79266930047,,,,,https://t.me/+79266930047,,,70000001089800050,55.86558,37.39085,70030076214929240,,,1,70000001089800049,Ля ты Пицца,,Пиццерии,pizza,2,30,2025-10-06T11:19:25Z,,0,32,https://2gis.com/firm/70000001089800050,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
