Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Кафе-пельменная,,Кафе,"улица Гиляровского, 60 ст1",1 этаж,129110,,Мещанский,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.9,34,89252510080,,,,,http://www.pelmennaya-1.ru,,,,,https://wa.me/79252510080,,,,,,,70000001091599748,55.787385,37.633053,4504235282659829,,,1,70000001055454572,Кафе-пельменная,Кафе-пельменная,Кафе,cafe,1,11,2025-11-24T16:42:13Z,,0,32,https://2gis.com/firm/70000001091599748,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Якитория,японский ресторан,Кафе; Рестораны; Суши-бары; Доставка еды,"улица Новый Арбат, 10",1 этаж,119019,,Арбат,Москва,,Москва,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+03:00,4.5,357,84956904311,,,,,http://yakitoriya.ru,,,,https://vk.com/yakitoriyaru,,,,,https://t.me/yakitoriya_tg,,,4504127908532001,55.752947,37.594273,4504235282749706,,,54,4504136498358385,Якитория,японский ресторан,Рестораны,food_restaurant,4,50,2025-06-04T12:01:30Z,,0,32,https://2gis.com/firm/4504127908532001,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Тануки,сеть японских ресторанов,Кафе; Рестораны; Доставка еды; Суши-бары,"Алтуфьевское шоссе, 14",1 этаж,127562,,Отрадное,Москва,,Москва,Россия,"Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00 (служба доставки: пн-чт, вс 10:00-23:30; пт, сб 10:00-1:30)",+03:00,4.8,451,84996492223 (служба доставки: круглосуточно),,,altuf@tanuki.ru,t010@tanuki.ru,http://tanukifamily.ru/?utm_source=2gis_web&utm_medium=referral&utm_campaign=tanuki_rf,,,https://twitter.com/tanuki_rest,https://vk.com/tanukifamily,,,,,,,,4504127908688428,55.855575,37.585487,4504235282543137,,,70,4504136498446910,Тануки,сеть японских ресторанов,Рестораны,food_restaurant,4,44,2026-07-04T21:00:46Z,,0,32,https://2gis.com/firm/4504127908688428,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
True Cost,рестобар,Кафе; Рестораны; Бары; Доставка еды,"Таганская площадь, 12 ст5",2 этаж,109044,,Таганский,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-05:00; Сб: 12:00-05:00; Вс: 12:00-24:00,+03:00,4.8,296,84954452999 (единый номер: пн-вс 11:00-23:00),,,fb@true-cost.ru,,http://true-cost.ru,,,,https://vk.com/truecostmoscow,,,,,https://t.me/truecostmoscow,,,70000001055135453,55.740285,37.653922,4504235283028100,,,9,70000001022522927,True Cost,рестобар,Рестораны,food_restaurant,4,35,2026-07-05T13:12:41Z,,0,32,https://2gis.com/firm/70000001055135453,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Моя Вивьен,кафе,Кафе,"Лубянский проезд, 25 ст2",1 этаж,101000,,Басманный,Москва,,Москва,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-02:00; Сб: 09:00-02:00; Вс: 09:00-24:00,+03:00,4.9,860,89169217744,,,vivians.istok@gmail.com,,http://myvivien.ru,,,,,https://wa.me/79169217744,,,,,,,70000001033268818,55.754637,37.634671,4504235282740161,,,1,70000001033268817,Моя Вивьен,кафе,Кафе,cafe,1,24,2026-06-15T11:26:59Z,,0,32,https://2gis.com/firm/70000001033268818,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Keto&Kote,ресторан,Кафе; Рестораны,"Селезнёвская улица, 13 ст1",,127473,,Тверской,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.8,36,89698999913,,,ketokote.marketing@yandex.ru,,http://ketokote-rest.ru/?utm_source=2gis,,,,https://vk.com/ketokotemsk,,,,viber://chat/?number=79698999913,https://t.me/+79698999913,,,70000001098163315,55.780642,37.606093,4504235282736329,,,1,70000001098163314,Keto&Kote,ресторан,Рестораны,food_restaurant,2,25,2026-04-14T11:54:08Z,,0,32,https://2gis.com/firm/70000001098163315,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Монастырский дворик,кафе,Кафе; Доставка еды; Пекарни; Интересные здания,"улица Преображенский Вал, 25 к4",цокольный этаж,107061,,Преображенское,Москва,,Москва,Россия,Пн: 09:00-18:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,4.6,31,89267044026,,,s.fotinia@inbox.ru,,http://www.монастырскийдворик.com,,,,https://vk.com/monasticveranda,https://wa.me/79265646896,https://wa.me/79267044026,,,https://t.me/+79267044026,https://t.me/monastyr_dvor,,70000001065260432,55.79152,37.716616,4504235282558433,,,3,70000001065260431,Монастырский дворик,кафе,Доставка еды,cafe,4,19,2026-06-19T10:41:06Z,,0,32,https://2gis.com/firm/70000001065260432,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Кофемания Bez Tarelok,кафе,Кафе,"Мясницкая улица, 11",1 этаж,101000,,Красносельский,Москва,,Москва,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.9,22,84994954429,,,myasnitskaya@coffeemania.ru,,http://coffeemania.ru,,,,https://vk.com/coffeemaniaru,,,,,https://t.me/coffeemaniaru,,,70000001093529966,55.761527,37.632688,4504235283024449,ВШЭ,,8,70000001063544076,Кофемания Bez Tarelok,кафе,Кафе,cafe,1,4,2026-07-07T12:48:24Z,,0,32,https://2gis.com/firm/70000001093529966,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Пролив,,Кафе; Рюмочные; Доставка еды,"Никитский бульвар, 12",цокольный этаж,119019,,Пресненский,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-05:00; Сб: 12:00-05:00; Вс: 12:00-24:00,+03:00,5.0,151,89030105276,,,o.babanina@tabletalk.ru,,,,,,,https://wa.me/79651611699,,,,https://t.me/proliveprolive,,,70000001066301822,55.755551,37.600441,4504235282749997,,,1,70000001066301821,Пролив,,Рюмочные,shot,3,32,2026-06-02T12:02:59Z,,0,32,https://2gis.com/firm/70000001066301822,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Amara Platinum,лаундж-бар,Кафе; Центры паровых коктейлей; Бары; Банкетные залы; Рестораны,"1-я улица Машиностроения, 10",2 этаж; вход с торца,115088,,Южнопортовый,Москва,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-24:00,+03:00,4.9,71,89853101782,,,,,http://www.amararest.ru,,,,https://vk.com/amararest,https://wa.me/79853101782,,,,https://t.me/+79853101782,,,70000001079802564,55.714506,37.672832,4504235283001470,,,1,70000001079802563,Amara Platinum,лаундж-бар,Центры паровых коктейлей,bar,5,29,2026-05-07T10:22:00Z,,0,32,https://2gis.com/firm/70000001079802564,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Волшебное кафе,,Кафе; Кафе-кондитерские,"улица Новый Арбат, 7 ст1",,119019,,Арбат,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-22:00; Вс: 10:00-21:00,+03:00,,,88005508204,,,,,,,,,,,,,,,,,70000001115441936,55.752666,37.597643,4504235282750444,,,1,70000001115441935,Волшебное кафе,,Кафе,cafe,2,1,2026-06-24T15:14:55Z,,0,32,https://2gis.com/firm/70000001115441936,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"Люблинская улица, 78 к2",1 этаж,109382,,Люблино,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,150,89262229727,,,zdrastecafe@mail.ru,,http://t.me/zdraste_lublino,,,,https://vk.com/zdrastecoffeebar,https://wa.me/79262229727,,,viber://chat/?number=79262229727,https://t.me/+79262229727,https://t.me/zdrastecafe,,70000001075101490,55.661935,37.733913,70030076176230792,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,46,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001075101490,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Таганка Relax Lounge,караоке-бар,Кафе; Караоке-залы; Рестораны; Банкетные залы; Бары,"Добровольческая улица, 12",,109004,,Таганский,Москва,,Москва,Россия,Пн: 18:00-06:00; Вт: 18:00-06:00; Ср: 18:00-06:00; Чт: 18:00-06:00; Пт: 18:00-06:00; Сб: 18:00-06:00; Вс: 18:00-06:00,+03:00,4.6,15,89031893671,,,,,http://relaxl.ru,,,,,,,,,,,,70000001082422310,55.745511,37.667937,4504235282684129,,,2,70000001033407280,Relax Lounge,караоке-бар,Караоке-залы,karaoke,5,34,2026-05-08T15:19:27Z,,0,32,https://2gis.com/firm/70000001082422310,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Иван-чайное Купе,кафе,Кафе; Продажа чая; Продажа кофе,"Садовническая улица, 80",1 этаж,115035,,Замоскворечье,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.9,178,84959707097,89859707097,,info@ich-kupe.ru,,http://ich-kupe.ru,,,,https://vk.com/ivan_chai_kupe,https://wa.me/74959707097,,,,https://t.me/ivanchainoe_kupe,,,70000001031164607,55.737606,37.639941,4504235318675404,,,1,70000001031164606,Иван-чайное Купе,кафе,Продажа чая,cafe,3,31,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001031164607,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
HookahPlace True,лаундж-бар,Кафе; Центры паровых коктейлей,"Ленинский проспект, 129 к2",1 этаж,117513,,Тёплый Стан,Москва,,Москва,Россия,Пн: 13:00-02:00; Вт: 13:00-02:00; Ср: 13:00-02:00; Чт: 13:00-02:00; Пт: 13:00-05:00; Сб: 13:00-05:00; Вс: 13:00-02:00,+03:00,4.5,15,84951919569,,,info@hp-true.ru,,,,,,https://vk.com/hookahplasetrue,,,,,,,,70000001069139711,55.643757,37.480757,4504235282571375,,,2,70000001069037910,HookahPlace,лаундж-бар,Центры паровых коктейлей,bar,2,13,2025-11-05T09:16:21Z,,0,32,https://2gis.com/firm/70000001069139711,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Кофемания Bez Tarelok,кафе,Кафе,"Мясницкая улица, 11",1 этаж,101000,,Красносельский,Москва,,Москва,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.9,22,84994954429,,,myasnitskaya@coffeemania.ru,,http://coffeemania.ru,,,,https://vk.com/coffeemaniaru,,,,,https://t.me/coffeemaniaru,,,70000001093529966,55.761527,37.632688,4504235283024449,ВШЭ,,8,70000001063544076,Кофемания Bez Tarelok,кафе,Кафе,cafe,1,3,2026-07-07T12:48:24Z,,0,32,https://2gis.com/firm/70000001093529966,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Дружба,кафе,Кафе,"проспект Мира, 119 ст503",,129223,,Останкинский,Москва,,Москва,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,2.1,104,89164569216,89164924054,,,,,,,,,,,,,,,,70000001101097943,55.830409,37.617511,4504235283003102,,,1,70000001101097942,Дружба,кафе,Кафе,cafe,1,16,2026-04-28T14:42:57Z,,0,32,https://2gis.com/firm/70000001101097943,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Пролив,,Кафе; Рюмочные; Доставка еды,"Никитский бульвар, 12",цокольный этаж,119019,,Пресненский,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-05:00; Сб: 12:00-05:00; Вс: 12:00-24:00,+03:00,5.0,148,89030105276,,,o.babanina@tabletalk.ru,,,,,,,https://wa.me/79651611699,,,,https://t.me/proliveprolive,,,70000001066301822,55.755551,37.600441,4504235282749997,,,1,70000001066301821,Пролив,,Рюмочные,shot,3,31,2026-06-02T12:02:59Z,,0,32,https://2gis.com/firm/70000001066301822,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Мама дали,кафе,Кафе; Доставка еды; Бильярдные залы,"улица Пожарского, 22 ст1",2 этаж,141411,Левобережный м-н,,Химки,Химки городской округ,Московская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.7,51,89917575555,,,daligur2@mail.ru,,http://dalicafe.ru,,,,,https://wa.me/79917575555,,,,,,,70000001069221883,55.893349,37.481153,4504235301021680,,,1,70000001069221882,Мама дали,кафе,Кафе,cafe,3,35,2026-03-06T18:19:27Z,,0,32,https://2gis.com/firm/70000001069221883,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Волшебное кафе,,Кафе; Кафе-кондитерские,"улица Новый Арбат, 7 ст1",,119019,,Арбат,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-22:00; Вс: 10:00-21:00,+03:00,,,88005508204,,,,,,,,,,,,,,,,,70000001115441936,55.752666,37.597643,4504235282750444,,,1,70000001115441935,Волшебное кафе,,Кафе,cafe,2,0,2026-06-24T15:14:55Z,,0,32,https://2gis.com/firm/70000001115441936,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"Сельскохозяйственная улица, 37",1 этаж,129323,,Останкинский,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,429,89779747563,,,,,http://t.me/zdraste_preobrazhenka,,,,https://vk.com/zdrastecoffeebar,,,,,https://t.me/zdraste_cafe_izmaylovskiy_les,https://t.me/zdrastecafe,,70000001080532199,55.854371,37.623433,70030076195138420,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,55,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001080532199,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Relax Lounge,караоке-бар,Кафе; Караоке-залы; Бары; Банкетные залы,"Новоалексеевская улица, 12 ст1",цокольный этаж,129626,,Алексеевский,Москва,,Москва,Россия,Пн: 18:00-06:00; Вт: 18:00-06:00; Ср: 18:00-06:00; Чт: 18:00-06:00; Пт: 18:00-06:00; Сб: 18:00-06:00; Вс: 18:00-06:00,+03:00,4.7,63,89250506240,,,,,http://relaxl.ru,,,,https://vk.com/relaxlounge_msk,https://wa.me/79250506240,,,viber://chat/?number=79250506240,https://t.me/+79250506240,,,70000001033407281,55.808494,37.644439,4504235282563473,ТЦ Колорит,,2,70000001033407280,Relax Lounge,караоке-бар,Караоке-залы,karaoke,4,41,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001033407281,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Гастрокафе,,Кафе,"Митинская улица, 40",1 этаж,125430,,Митино,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,2,89663894719,,,,,http://t.me/gastrocafe_mitino,,,,,,,,,,,,70000001114203418,55.847882,37.360157,4504235282961258,ТЦ Митино,70030076370392564,1,70000001114203417,Гастрокафе,Гастрокафе,Кафе,cafe,1,0,2026-05-21T10:09:30Z,,0,32,https://2gis.com/firm/70000001114203418,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
ChiliChukin,гастропаб,Кафе; Бары,"улица Усиевича, 23",цокольный этаж,125315,,Аэропорт,Москва,,Москва,Россия,Пн: 14:00-23:00; Вт: 14:00-23:00; Ср: 14:00-23:00; Чт: 14:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,4.9,56,89859702791,,,,,http://www.chilichukin.pub,,,,https://vk.com/chilichukinpub,https://wa.me/79859702791,,,,https://t.me/chilichukinpub,,https://youtube.com/chilichukin,70000001065092886,55.804857,37.525434,4504235282676702,,,1,70000001065092885,ChiliChukin,гастропаб,Бары,bar,2,26,2026-02-06T12:43:33Z,,0,32,https://2gis.com/firm/70000001065092886,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
